B2326	Mirror Driver Vertical Feedback Potentiometer מעגל קצר למתח מצבר	Mirror Driver Vertical Feedback Potentiometer Circuit Short to Battery
B2327	Mirror Driver Vertical Feedback Potentiometer מעגל קצר לאדמה (גוף הרכב)	Mirror Driver Vertical Feedback Potentiometer Circuit Short to Ground
B2328	Column Reach Feedback Potentiometer מעגל Failure	Column Reach Feedback Potentiometer Circuit Failure
B2329	Column Reach Feedback Potentiometer מעגל פתוח / נתק	Column Reach Feedback Potentiometer Circuit Open
B2330	Column Reach Feedback Potentiometer מעגל קצר למתח מצבר	Column Reach Feedback Potentiometer Circuit Short to Battery
B2331	Column Reach Feedback Potentiometer מעגל קצר לאדמה (גוף הרכב)	Column Reach Feedback Potentiometer Circuit Short to Ground
B2332	Column Tilt Feedback Potentiometer מעגל Failure	Column Tilt Feedback Potentiometer Circuit Failure
B2333	Column Tilt Feedback Potentiometer מעגל פתוח / נתק	Column Tilt Feedback Potentiometer Circuit Open
B2334	Column Tilt Feedback Potentiometer מעגל קצר למתח מצבר	Column Tilt Feedback Potentiometer Circuit Short to Battery
B2335	Column Tilt Feedback Potentiometer מעגל קצר לאדמה (גוף הרכב)	Column Tilt Feedback Potentiometer Circuit Short to Ground
B2336	Mirror Switch Assembly מעגל Failure	Mirror Switch Assembly Circuit Failure
B2337	Mirror Switch Assembly מעגל פתוח / נתק	Mirror Switch Assembly Circuit Open
B2338	Mirror Switch Assembly מעגל קצר למתח מצבר	Mirror Switch Assembly Circuit Short to Battery
B2339	Mirror Switch Assembly מעגל קצר לאדמה (גוף הרכב)	Mirror Switch Assembly Circuit Short to Ground
B2340	תקלה B2340 - Column Reach Motor Stalled	Column Reach Motor Stalled
B2341	תקלה B2341 - Column Tilt Motor Stalled	Column Tilt Motor Stalled
B2342	Seat Switch Reference Voltage Positive Common מעגל פתוח / נתק	Seat Switch Reference Voltage Positive Common Open Circuit
B2343	תקלה B2343 - Seat Switch Reference Voltage Positive Common Supply Low Voltage	Seat Switch Reference Voltage Positive Common Supply Low Voltage
B2344	תקלה B2344 - Seat Switch Reference Voltage Positive Common Supply Voltage Fault	Seat Switch Reference Voltage Positive Common Supply Voltage Fault
B2345	Seat Switch Reference Voltage Negative Common מעגל פתוח / נתק	Seat Switch Reference Voltage Negative Common Open Circuit
B2346	Mirror Switch Reference Voltage Positive Common מעגל פתוח / נתק	Mirror Switch Reference Voltage Positive Common Open Circuit
B2347	תקלה B2347 - Mirror Switch Reference Voltage Positive Common Supply Low Voltage	Mirror Switch Reference Voltage Positive Common Supply Low Voltage
B2348	תקלה B2348 - Mirror Switch Reference Voltage Positive Common Supply Voltage Fault	Mirror Switch Reference Voltage Positive Common Supply Voltage Fault
B2349	Mirror Switch Reference Voltage Negative Common מעגל פתוח / נתק	Mirror Switch Reference Voltage Negative Common Open Circuit
B2350	Steering Column Switch מעגל קצר למתח מצבר	Steering Column Switch Circuit Short to Battery
B2351	Steering Column Switch מעגל Failure	Steering Column Switch Circuit Failure
B2352	Driver Memory Power Switch Indicator מעגל קצר למתח מצבר	Driver Memory Power Switch Indicator Circuit Short to Battery
B2353	Driver Mirror Power Driver מעגל Short Ground	Driver Mirror Power Driver Circuit Short Ground
B2354	Driver Mirror Horizontal / Vertical Feedback Potentiometer מעגל פתוח / נתק	Driver Mirror Horizontal / Vertical Feedback Potentiometer Circuit Open
B2355	Passenger Mirror Horizontal / Vertical Feedback Potentiometer מעגל פתוח / נתק	Passenger Mirror Horizontal / Vertical Feedback Potentiometer Circuit Open
B2357	Driver Window Down Current Sense Low מעגל Failure	Driver Window Down Current Sense Low Circuit Failure
B2362	Remote Open/Close signal מעגל קצר לאדמה (גוף הרכב)	Remote Open/Close signal Circuit Short to Ground
B2363	תקלה B2363 - Optical Sensor System Failure	Optical Sensor System Failure
B2364	Fuel Filler Door מעגל פתוח / נתק	Fuel Filler Door Circuit Open
B2365	תקלה B2365 - B-pillar Power Sliding Door Open/Close Switch Input Ckt Short to Gnd	B-pillar Power Sliding Door Open/Close Switch Input Ckt Short to Gnd
B2366	תקלה B2366 - IP Power Sliding Door Open/Close switch Ckt Short to Gnd	IP Power Sliding Door Open/Close switch Ckt Short to Gnd
B2367	תקלה B2367 - Power Sliding Door Override Switch Input Ckt Short to Gnd	Power Sliding Door Override Switch Input Ckt Short to Gnd
B2368	Steering Column Switch מעגל Out of Range	Steering Column Switch Circuit Out of Range
B2369	Chime OUTPUT Request Ckt קצר לאדמה (גוף הרכב)	Chime OUTPUT Request Ckt Short to Ground
B2373	LED #1 מעגל קצר למתח מצבר	LED #1 Circuit Short to Battery
B2374	Power Sliding Detent (Latch) מעגל Failure	Power Sliding Detent (Latch) Circuit  Failure
B2380	Heater Coolant Temp sensor מעגל Short to GND	Heater Coolant Temp sensor circuit Short to GND
B2381	Heater Coolant Temp sensor מעגל פתוח / נתק	Heater Coolant Temp sensor circuit Open
B2384	תקלה B2384 - Audio Reverse Aid Mute Input Ckt Failure	Audio Reverse Aid Mute Input Ckt Failure
B2385	Audio Navigation Mute Input Ckt Failure	Audio Navigation Mute Input Ckt  Failure
B2401	תקלה B2401 - Audio Tape Deck Mechanism Fault	Audio Tape Deck Mechanism Fault
B2402	תקלה B2402 - Audio CD/DJ Thermal Shutdown Fault	Audio CD/DJ Thermal Shutdown Fault
B2403	תקלה B2403 - Audio CD/DJ Internal Fault	Audio CD/DJ Internal Fault
B2404	Audio Steering Wheel Switch מעגל Fault	Audio Steering Wheel Switch Circuit Fault
B2405	תקלה B2405 - Audio Single-Disc CD Player Thermal Shutdown Fault	Audio Single-Disc CD Player Thermal Shutdown Fault
B2406	תקלה B2406 - Audio Single-Disc CD Player Internal Fault	Audio Single-Disc CD Player Internal Fault
B2416	תקלה B2416 - Climate Control Recirculation Actuator Out of Limits	Climate Control Recirculation Actuator Out of Limits
B2425	תקלה B2425 - Remote Keyless Entry Out of Synchronization	Remote Keyless Entry Out of Synchronization
B2426	Passenger Solar Radiation Sensor מעגל פתוח / נתק	Passenger Solar Radiation Sensor  Circuit Open
B2427	Passenger Solar Radiation Sensor מעגל קצר לאדמה (גוף הרכב)	Passenger Solar Radiation Sensor  Circuit Short to Ground
B2428	A/C Post Heater Sensor #2 מעגל Failure	A/C Post Heater Sensor #2 Circuit Failure
B2429	A/C Post Heater Sensor #2 מעגל קצר לאדמה (גוף הרכב)	A/C Post Heater Sensor #2 Circuit Short to Ground
B2431	תקלה B2431 - Transponder Programming Failed	Transponder Programming Failed
B2432	Drivers Seat Belt Buckle Switch מעגל פתוח / נתק	Drivers Seat Belt Buckle Switch Circuit Open
B2433	Drivers Seat Belt Buckle Switch מעגל קצר למתח מצבר	Drivers Seat Belt Buckle Switch Circuit Short to Battery
B2434	Drivers Seat Belt Buckle Switch מעגל קצר לאדמה (גוף הרכב)	Drivers Seat Belt Buckle Switch Circuit Short to Ground
B2435	תקלה B2435 - Drivers Seat Belt Buckle Switch Resistance out of Range	Drivers Seat Belt Buckle Switch Resistance out of Range
B2436	Passengers Seat Belt Buckle Switch מעגל פתוח / נתק	Passengers Seat Belt Buckle Switch Circuit Open
B2437	Passengers Seat Belt Buckle Switch מעגל קצר למתח מצבר	Passengers Seat Belt Buckle Switch Circuit Short to Battery
B2438	Passengers Seat Belt Buckle Switch מעגל קצר לאדמה (גוף הרכב)	Passengers Seat Belt Buckle Switch Circuit Short to Ground
B2439	תקלה B2439 - Passengers Seat Belt Buckle Switch Resistance out of Range	Passengers Seat Belt Buckle Switch Resistance out of Range
B2440	צד נוסע	Passenger Side
B2441	צד נהג	Driver Side
B2442	תקלה B2442 - Intrusion Sensor Fault	Intrusion Sensor Fault
B2443	Powertrain ביצועים לקויים Mode Switch מעגל failure	Powertrain Performance Mode Switch Circuit failure
B2444	צד נהג Crash Sensor Internal Fault	Driver Side Crash Sensor Internal Fault
B2445	צד נוסע Crash Sensor Internal Fault	Passenger Side Crash Sensor Internal Fault
B2446	RESCU/VEMS Input מעגל פתוח / נתק	RESCU/VEMS Input Circuit Open
B2447	RESCU/VEMS Input מעגל קצר למתח מצבר	RESCU/VEMS Input Circuit Short to Battery
B2448	RESCU/VEMS Input מעגל קצר לאדמה (גוף הרכב)	RESCU/VEMS Input Circuit Short to Ground
B2449	Aux Heater מצת להט (דיזל) מעגל קצר לאדמה (גוף הרכב)	Aux Heater Glow Plug Circuit Short to Ground
B2450	Aux Heater מצת להט (דיזל) מעגל פתוח / נתק	Aux Heater Glow Plug Circuit Open
B2451	Aux Heater משאבת דלק מעגל קצר לאדמה (גוף הרכב)	Aux Heater Fuel Pump Circuit Short to Ground
B2452	Aux Heater משאבת דלק מעגל פתוח / נתק	Aux Heater Fuel Pump Circuit Open
B2453	Aux Heater Blower Fan מעגל קצר לאדמה (גוף הרכב)	Aux Heater Blower Fan Circuit Short to Ground
B2454	Aux Heater Blower Fan מעגל פתוח / נתק	Aux Heater Blower Fan Circuit Open
B2455	תקלה B2455 - Aux Heater Blower Faulted	Aux Heater Blower Faulted
B2456	Aux Heater Coolant Sensor מעגל קצר לאדמה (גוף הרכב)	Aux Heater Coolant Sensor Circuit Short to Ground
B2457	Aux Heater Coolant Sensor מעגל פתוח / נתק	Aux Heater Coolant Sensor Circuit Open
B2458	Aux Heater Overheat Sensor מעגל קצר לאדמה (גוף הרכב)	Aux Heater Overheat Sensor Circuit Short to Ground
B2459	Aux Heater Overheat Sensor מעגל פתוח / נתק	Aux Heater Overheat Sensor Circuit Open
B2460	Aux Heater Flame Sensor מעגל קצר לאדמה (גוף הרכב)	Aux Heater Flame Sensor Circuit Short to Ground
B2461	Aux Heater Flame Sensor מעגל פתוח / נתק	Aux Heater Flame Sensor Circuit Open
B2462	תקלה B2462 - Aux Heater Flame Out Fault	Aux Heater Flame Out Fault
B2463	תקלה B2463 - Aux Heater Overheat Fault	Aux Heater Overheat Fault
B2464	תקלה B2464 - Aux Heater Start Time Exceeded	Aux Heater Start Time Exceeded
B2465	תקלה B2465 - Aux Heater Start Counter Overrun/System Locked (same as below ?)	Aux Heater Start Counter Overrun/System Locked (same as below ?)
B2466	תקלה B2466 - Aux Heater Overheat Counter Overrun/System Locked	Aux Heater Overheat Counter Overrun/System Locked
B2467	תקלה B2467 - Aux Heater Cool Down Time Exceeded (may be con to a453-5 )	Aux Heater Cool Down Time Exceeded (may be con to a453-5 )
B2468	Aux Heater Coolant Pump מעגל קצר לאדמה (גוף הרכב)	Aux Heater Coolant Pump Circuit Short to Ground
B2469	Aux Heater Coolant Pump מעגל פתוח / נתק	Aux Heater Coolant Pump Circuit Open
B2470	Interior Fan מעגל בקרה קצר לאדמה (גוף הרכב)	Interior Fan Control Circuit Short to Ground
B2471	Interior Fan מעגל בקרה Open	Interior Fan Control Circuit Open
B2472	Fog Lamp Switch Failure	Fog Lamp Switch  Failure
B2473	Passenger Door Disarm Switch ckt קצר לאדמה (גוף הרכב)	Passenger Door Disarm Switch ckt Short to Ground
B2474	Passenger Door Lock Switch מעגל Shorted to Ground	Passenger Door Lock Switch Circuit Shorted to Ground
B2475	Passenger Door Unlock Switch מעגל Shorted to Ground	Passenger Door Unlock Switch Circuit Shorted to Ground
B2476	תקלה B2476 - RADIO PRESENT SWITCH Ckt Failure	RADIO PRESENT SWITCH Ckt Failure
B2477	תקלה B2477 - Module Configuration Failure	Module Configuration Failure
B2478	ANTI THEFT INPUT SIGNAL קצר לאדמה (גוף הרכב)	ANTI THEFT INPUT SIGNAL SHORT TO GROUND
B2479	BRAKE PARK SWITCH מעגל קצר לאדמה (גוף הרכב)	BRAKE PARK SWITCH CIRCUIT SHORT TO GROUND
B2480	LF CORNER LAMP OUTPUT Ckt קצר למתח מצבר	LF CORNER LAMP OUTPUT Ckt Short to Battery
B2481	תקלה B2481 - Convertible Top Up/Down switch Fault	Convertible Top Up/Down switch Fault
B2482	RF CORNER LAMP OUTPUT Ckt קצר למתח מצבר	RF CORNER LAMP OUTPUT Ckt Short to Battery
B2483	Enable Signal מעגל פתוח / נתק	Enable Signal Open Circuit
B2484	Disable Signal קצר לאדמה (גוף הרכב)	Disable Signal Short to Ground
B2485	LF SIDE REPEATER LAMP OUTPUT Ckt קצר למתח מצבר	LF SIDE REPEATER LAMP OUTPUT Ckt Short to Battery
B2487	RF SIDE REPEATER LAMP OUTPUT Ckt קצר למתח מצבר	RF SIDE REPEATER LAMP OUTPUT Ckt Short to Battery
B2489	UNDERHOOD LAMP OUTPUT מעגל Failure	UNDERHOOD LAMP OUTPUT CIRCUIT Failure
B2490	UNDERHOOD LAMP OUTPUT מעגל קצר למתח מצבר	UNDERHOOD LAMP OUTPUT CIRCUIT Short to Battery
B2491	RF PARK LAMP OUTPUT מעגל קצר למתח מצבר	RF PARK LAMP OUTPUT CIRCUIT Short to Battery
B2492	תקלה B2492 - Already Programmed (Test Mode DTC Only !!!)	Already Programmed (Test Mode DTC Only !!!)
B2493	LF PARK LAMP OUTPUT מעגל קצר למתח מצבר	LF PARK LAMP OUTPUT CIRCUIT Short to Battery
B2494	ANTI THEFT HORN OUTPUT מעגל Short to Batt	ANTI THEFT HORN OUTPUT CIRCUIT Short to Batt
B2495	ANTI THEFT HORN OUTPUT מעגל Failure	ANTI THEFT HORN OUTPUT CIRCUIT Failure
B2496	ANTI THEFT HORN OUTPUT מעגל Short to Gnd	ANTI THEFT HORN OUTPUT CIRCUIT Short to Gnd
B2499	תקלה B2499 - COURTESY LAMP OUTPUT Failure	COURTESY LAMP OUTPUT Failure
B2500	COURTESY LAMP OUTPUT Ckt קצר למתח מצבר	COURTESY LAMP OUTPUT Ckt Short to Battery
B2501	LF LAMP LOW BEAM מעגל Failure	LF LAMP LOW BEAM CIRCUIT Failure
B2502	LF LAMP LOW BEAM מעגל קצר למתח מצבר	LF LAMP LOW BEAM CIRCUIT Short to Battery
B2503	RF LAMP LOW BEAM מעגל Failure	RF LAMP LOW BEAM CIRCUIT Failure
B2504	RF LAMP LOW BEAM מעגל קצר למתח מצבר	RF LAMP LOW BEAM CIRCUIT Short to Battery
B2505	LF LAMP HIGH BEAM מעגל Failure	LF LAMP HIGH BEAM CIRCUIT Failure
B2506	LF LAMP HIGH BEAM מעגל קצר למתח מצבר	LF LAMP HIGH BEAM CIRCUIT Short to Battery
B2507	RF LAMP HIGH BEAM מעגל Failure	RF LAMP HIGH BEAM CIRCUIT Failure
B2508	RF LAMP HIGH BEAM מעגל קצר למתח מצבר	RF LAMP HIGH BEAM CIRCUIT Short to Battery
B2509	אחורי Fog Lamp Switch מעגל Failure	Rear Fog Lamp Switch Circuit Failure
B2510	Main Blower Motor Relay מעגל קצר למתח מצבר	Main Blower Motor Relay Circuit Short to Battery
B2511	Horn Output Relay מעגל קצר למתח מצבר	Horn Output Relay Circuit Short to Battery
B2512	קדמי Fog Lamp Relay Ckt קצר למתח מצבר	Front Fog Lamp Relay Ckt Short to Battery
B2513	Blower (Fan) מעגל Failure	Blower (Fan) Circuit Failure
B2514	Blower (Fan) מעגל Short to Vbatt	Blower (Fan) Circuit Short to Vbatt
B2515	Heater Blower Relay מעגל Failure	Heater Blower Relay Circuit Failure
B2516	Blower מעגל בקרה Failure	Blower Control Circuit Failure
B2517	תקלה B2517 - Emergency Power Off System Faulted	Emergency Power Off System Faulted
B2518	תקלה B2518 - Compressor Overtemp Fault	Compressor Overtemp Fault
B2519	High Mount Stop Lamp מעגל Failure	High Mount Stop Lamp Circuit Failure
B2520	High Mount Stop Lamp מעגל קצר למתח מצבר	High Mount Stop Lamp Circuit Short to Battery
B2523	License Lamp מעגל Failure	License Lamp Circuit Failure
B2524	License Lamp מעגל קצר למתח מצבר	License Lamp Circuit Short to Battery
B2525	אחורי שמאלי Backup Lamp מעגל Failure	Left Rear Backup Lamp Circuit Failure
B2526	אחורי שמאלי Backup Lamp מעגל קצר למתח מצבר	Left Rear Backup Lamp Circuit Short to Battery
B2527	אחורי שמאלי Stop lamp מעגל Failure	Left Rear Stop lamp Circuit Failure
B2528	אחורי שמאלי Stop lamp מעגל קצר למתח מצבר	Left Rear Stop lamp Circuit Short to Battery
B2529	אחורי שמאלי Turn Lamp מעגל Failure	Left Rear  Turn Lamp Circuit Failure
B2530	אחורי שמאלי Turn Lamp מעגל קצר למתח מצבר	Left Rear  Turn Lamp Circuit Short to Battery
B2531	אחורי ימני Backup Lamp מעגל Failure	Right Rear Backup Lamp Circuit Failure
B2532	אחורי ימני Backup Lamp מעגל קצר למתח מצבר	Right Rear Backup Lamp Circuit Short to Battery
B2533	אחורי ימני Stop lamp מעגל Failure	Right Rear Stop lamp Circuit Failure
B2534	אחורי ימני Stop lamp מעגל קצר למתח מצבר	Right Rear Stop lamp Circuit Short to Battery
B2535	אחורי ימני Turn Lamp מעגל Failure	Right Rear  Turn Lamp Circuit Failure
B2536	אחורי ימני Turn Lamp מעגל קצר למתח מצבר	Right Rear  Turn Lamp Circuit Short to Battery
B2539	Aux A/C Mode Position Reference מעגל קצר לאדמה (גוף הרכב)	Aux A/C Mode Position Reference Circuit Short to Ground
B2540	Aux A/C Mode Position Reference מעגל קצר למתח מצבר	Aux A/C Mode Position Reference Circuit Short to Battery
B2543	Aux A/C Control Switch Reference מעגל קצר לאדמה (גוף הרכב)	Aux A/C Control Switch Reference Circuit Short to Ground
B2544	Aux A/C Control Switch Reference מעגל קצר למתח מצבר	Aux A/C Control Switch Reference Circuit Short to Battery
B2545	System Power Relay מעגל קצר למתח מצבר	System Power Relay Circuit Short to Battery
B2546	System Power Relay מעגל Failure	System Power Relay Circuit Failure
B2550	LAMP DOME OUTPUT מעגל קצר לאדמה (גוף הרכב)	LAMP DOME OUTPUT Circuit Short to Ground
B2553	Disable Signal Output מעגל קצר למתח מצבר	Disable Signal Output Circuit Short to Battery
B2554	LAMP DOME OUTPUT מעגל Failure	LAMP DOME OUTPUT Circuit Failure
B2555	LAMP DOME OUTPUT מעגל קצר למתח מצבר	LAMP DOME OUTPUT Circuit Short to Battery
B2556	Enable Signal מעגל קצר למתח מצבר	Enable Signal  Circuit Short to Battery
B2557	שמאל Power Sliding Door Open/Close Output מעגל קצר למתח מצבר	Left Power Sliding Door Open/Close Output Circuit Short to Battery
B2558	ימין Power Sliding Door Open/Close Output מעגל קצר למתח מצבר	Right Power Sliding Door Open/Close Output Circuit Short to Battery
B2559	Aux A/C Blower Motor Relay מעגל קצר למתח מצבר	Aux A/C Blower Motor Relay Circuit Short to Battery
B2560	Aux A/C Blower Motor Relay מעגל קצר לאדמה (גוף הרכב)	Aux A/C Blower Motor Relay Circuit Short to Ground
B2561	Aux A/C Blower Speed 1 מעגל Failure	Aux A/C Blower Speed 1 Circuit Failure
B2562	Aux A/C Blower Speed 1 מעגל קצר לאדמה (גוף הרכב)	Aux A/C Blower Speed 1 Circuit Short to Ground
B2563	Aux A/C Blower Speed 2 מעגל Failure	Aux A/C Blower Speed 2 Circuit Failure
B2564	Aux A/C Blower Speed 2 מעגל קצר לאדמה (גוף הרכב)	Aux A/C Blower Speed 2 Circuit Short to Ground
B2565	ימין Tail Lamp מעגל Failure	Right Tail Lamp Circuit Failure
B2566	ימין Tail Lamp מעגל קצר לאדמה (גוף הרכב)	Right Tail Lamp Circuit Short to Ground
B2567	Reverse Mirror Output מעגל Failure	Reverse Mirror Output Circuit Failure
B2568	Reverse Mirror Output מעגל קצר לאדמה (גוף הרכב)	Reverse Mirror Output Circuit Short to Ground
B2569	Liftgate Disarm Switch מעגל קצר לאדמה (גוף הרכב)	Liftgate Disarm Switch Circuit Short to Ground
B2570	ימין Lamp Outage Signal מעגל קצר לאדמה (גוף הרכב)	Right Lamp Outage Signal Circuit Short to Ground
B2571	שמאל Lamp Outage Signal מעגל קצר לאדמה (גוף הרכב)	Left Lamp Outage Signal Circuit Short to Ground
B2580	Aux Blower Sense Switch מעגל Failure	Aux Blower Sense Switch Circuit Failure
B2581	Passenger Seat Occupant Detection מעגל קצר לאדמה (גוף הרכב)	Passenger Seat Occupant Detection Circuit Short To Ground
B2582	Passenger Seat Occupant Detection מעגל פתוח / נתק	Passenger Seat Occupant Detection Circuit Open
B2583	Child Seat Detection מעגל קצר לאדמה (גוף הרכב)	Child Seat Detection Circuit Short to Ground
B2584	Child Seat Detection מעגל פתוח / נתק	Child Seat Detection Circuit Open
B2585	Anti Theft Input Signal מעגל קצר למתח מצבר	Anti Theft Input Signal Circuit Short To Battery
B2586	Headlamp Mode Select מעגל Failure	Headlamp Mode Select Circuit Failure
B2587	Passenger Seat Occupant Detection מעגל קצר למתח מצבר	Passenger Seat Occupant Detection Circuit Short To Battery
B2588	Child Seat Detection מעגל קצר למתח מצבר	Child Seat Detection Circuit Short To Battery
B2589	תקלה B2589 - Unexpected Door Reversal During Close	Unexpected Door Reversal During Close
B2590	Vehicle Park/Speed Signal מעגל Failure	Vehicle Park/Speed Signal Circuit Failure
B2591	תקלה B2591 - Detent Signal Missing During Unlatch	Detent Signal Missing During Unlatch
B2592	תקלה B2592 - PSD Not Fully Closed (Module Commanded Successfully)	PSD Not Fully Closed (Module Commanded Successfully)
B2593	תקלה B2593 - Power Sliding Door Opened During Module Close Command	Power Sliding Door Opened During Module Close Command
B2594	תקלה B2594 - No Movement Detected After an Unlatch During Power Open	No Movement Detected After an Unlatch During Power Open
B2595	Anti Theft Input Signal מעגל Failure	Anti Theft Input Signal Circuit Failure
B2596	Headlamp Aim Output Relay מעגל קצר למתח מצבר	Headlamp Aim Output Relay Circuit Short To Battery
B2597	Headlamp Aim Output Relay מעגל Failure	Headlamp Aim Output Relay Circuit Failure
B2598	Headlamp Relay מעגל Failure	Headlamp Relay Circuit Failure
B2599	Tailgate Release מעגל פתוח / נתק	Tailgate Release Open Circuit
B2600	תקלה B2600 - Double Locking Door Motor Frozen	Double Locking Door Motor Frozen
B2601	תקלה B2601 - No Latch Signal Sensed on Closing and Door Reversed	No Latch Signal Sensed on Closing and Door Reversed
B2602	תקלה B2602 - Missing Latch Signal During Power Sliding Door Unlatch	Missing Latch Signal During Power Sliding Door Unlatch
B2603	תקלה B2603 - PSD Not Fully Closed During Self-Test	PSD Not Fully Closed During Self-Test
B2604	Power Sliding Door On/Off Switch מעגל פתוח / נתק	Power Sliding Door On/Off Switch Open Circuit
B2605	Disable Signal מעגל פתוח / נתק	Disable Signal Open Circuit
B2606	תקלה B2606 - A/C Temperature Sensor Out of Range	A/C Temperature Sensor Out of Range
B3000	תקלה B3000 - B3000-B3999 ISO/SAE Reserved	B3000-B3999 ISO/SAE Reserved
B3A00	תקלה B3A00 - A/C Refrigerant Distribution Valve Actuator C Stuck/Open	A/C Refrigerant Distribution Valve Actuator C Stuck/Open
B3A01	A/C Refrigerant Distribution Valve Actuator C מעגל בקרה • מעגל פתוח / נתק	A/C Refrigerant Distribution Valve Actuator C Control Circuit/Open
B3A02	A/C Refrigerant Distribution Valve Actuator C Control מעגל • מתח נמוך	A/C Refrigerant Distribution Valve Actuator C Control Circuit Low
B3A03	A/C Refrigerant Distribution Valve Actuator C Control מעגל • מתח גבוה	A/C Refrigerant Distribution Valve Actuator C Control Circuit High
B3A04	A/C Refrigerant Distribution Valve C מעגל בקרה Driver Current/Temperature Too High	A/C Refrigerant Distribution Valve C Control Circuit Driver Current/Temperature Too High
B3A05	תקלה B3A05 - A/C Refrigerant Distribution Valve Actuator D Stuck/Open	A/C Refrigerant Distribution Valve Actuator D Stuck/Open
B3A06	A/C Refrigerant Distribution Valve Actuator D מעגל בקרה • מעגל פתוח / נתק	A/C Refrigerant Distribution Valve Actuator D Control Circuit/Open
B3A07	A/C Refrigerant Distribution Valve Actuator D Control מעגל • מתח נמוך	A/C Refrigerant Distribution Valve Actuator D Control Circuit Low
B3A08	A/C Refrigerant Distribution Valve Actuator D Control מעגל • מתח גבוה	A/C Refrigerant Distribution Valve Actuator D Control Circuit High
B3A09	A/C Refrigerant Distribution Valve D מעגל בקרה Driver Current/Temperature Too High	A/C Refrigerant Distribution Valve D Control Circuit Driver Current/Temperature Too High
B3A0A	תקלה B3A0A - A/C Refrigerant Expansion Valve Actuator Stuck/Open	A/C Refrigerant Expansion Valve Actuator Stuck/Open
B3A0B	A/C Refrigerant Expansion Valve Actuator מעגל בקרה • מעגל פתוח / נתק	A/C Refrigerant Expansion Valve Actuator Control Circuit/Open
B3A0C	A/C Refrigerant Expansion Valve Actuator Control מעגל • מתח נמוך	A/C Refrigerant Expansion Valve Actuator Control Circuit Low
B3A0D	A/C Refrigerant Expansion Valve Actuator Control מעגל • מתח גבוה	A/C Refrigerant Expansion Valve Actuator Control Circuit High
B3A0E	A/C Refrigerant Expansion Valve Actuator מעגל בקרה Driver Current/Temperature Too High	A/C Refrigerant Expansion Valve Actuator Control Circuit Driver Current/Temperature Too High
B3A0F	A/C Condenser Efficiency מתחת לסף התקין	A/C Condenser Efficiency Below Threshold
B3A10	A/C Condenser Efficiency מעל לסף התקין	A/C Condenser Efficiency Above Threshold
B3A11	A/C Refrigerant Expansion Valve Actuator מעגל בקרה ביצועים לקויים	A/C Refrigerant Expansion Valve Actuator Control Circuit Performance
B3A12	A/C Refrigerant Expansion Valve Actuator Temperature חריגה מטווח תקין / ביצועים לקויים	A/C Refrigerant Expansion Valve Actuator Temperature Range/Performance
B3A13	A/C Refrigerant Distribution Valve A Actuator מעגל בקרה ביצועים לקויים	A/C Refrigerant Distribution Valve A Actuator Control Circuit Performance
B3A14	A/C Refrigerant Distribution Valve A Actuator Temperature חריגה מטווח תקין / ביצועים לקויים	A/C Refrigerant Distribution Valve A Actuator Temperature Range/Performance
B3A15	A/C Refrigerant Distribution Valve B Actuator מעגל בקרה ביצועים לקויים	A/C Refrigerant Distribution Valve B Actuator Control Circuit Performance
B3A16	A/C Refrigerant Distribution Valve B Actuator Temperature חריגה מטווח תקין / ביצועים לקויים	A/C Refrigerant Distribution Valve B Actuator Temperature Range/Performance
B3A17	A/C Refrigerant Distribution Valve C Actuator מעגל בקרה ביצועים לקויים	A/C Refrigerant Distribution Valve C Actuator Control Circuit Performance
B3A18	A/C Refrigerant Distribution Valve C Actuator Temperature חריגה מטווח תקין / ביצועים לקויים	A/C Refrigerant Distribution Valve C Actuator Temperature Range/Performance
B3A19	A/C Refrigerant Distribution Valve D Actuator מעגל בקרה ביצועים לקויים	A/C Refrigerant Distribution Valve D Actuator Control Circuit Performance
B3A1A	A/C Refrigerant Distribution Valve D Actuator Temperature חריגה מטווח תקין / ביצועים לקויים	A/C Refrigerant Distribution Valve D Actuator Temperature Range/Performance
B3A1B	A/C System Pressure • Too High	A/C System Pressure - Too High
B3A1C	A/C System Temperature • Too High	A/C System Temperature - Too High
B3A1D	תקלה B3A1D - Battery Charger B	Battery Charger B
B3A1E	Battery Charger A Ground ביצועים לקויים	Battery Charger A Ground Performance
B3A1F	Battery Charger B Ground ביצועים לקויים	Battery Charger B Ground Performance
B3A20	Active Aerodynamic Feature מודול בקרה A	Active Aerodynamic Feature Control Module A
B3A21	Active Aerodynamic Feature מודול בקרה B	Active Aerodynamic Feature Control Module B
B3A22	Active Aerodynamic Feature מודול בקרה C	Active Aerodynamic Feature Control Module C
B3A23	Active Aerodynamic Feature מודול בקרה D	Active Aerodynamic Feature Control Module D
B3A24	Active Aerodynamic Feature מודול בקרה A Power Mode מעגל מתח גבוה (HV)	Active Aerodynamic Feature Control Module A Power Mode Circuit High Voltage
B3A25	Active Aerodynamic Feature מודול בקרה A Power Mode מעגל • מתח נמוך Voltage	Active Aerodynamic Feature Control Module A Power Mode Circuit Low Voltage
B3A26	Active Aerodynamic Feature מודול בקרה A Power Mode מעגל • נתק / מעגל פתוח	Active Aerodynamic Feature Control Module A Power Mode Circuit/Open
B3A27	Active Aerodynamic Feature מודול בקרה A Power Mode מעגל ביצועים לקויים	Active Aerodynamic Feature Control Module A Power Mode Circuit Performance
